Sample_ID,Island,Province,Sampling_Location,Fish_Market,Date_of_Collection,Species,Total_Length_cm,Standard_Length_cm,Body_Depth_cm,Total_Weight_g,TW_TL,Image_ID,Gonad_Weight_g,GSI,Gonad_Image_ID,1_10th_Gonad_Weight_g,Gonadal_Stage,Sex,Pop_Size,Pop_Density ,Num_RegisteredFishers,Distance_from_PopHub,Habitat_Area,Pop_Size_Div_HabArea,Num_RegisteredFishers_Div_HabArea,Gear_Type,B_value,Notes
93,Panay,Aklan,Kalibo,,7/5/2019,Sfu,11.5,9.3,3.5,21.56,1.874782609,3451,NA,NA,,,2,F,80605,1600,687,0,17,4730.3,40.4,,2.767,
94,Panay,Aklan,Kalibo,,7/5/2019,Sfu,14,11.5,4.385,41.13,2.937857143,3452,NA,NA,,,2,F,80605,1600,687,0,17,4730.3,40.4,,2.767,
1,Negros,Negros Occidental,Sipalay,Dumaguete Public Market,7/16/2019,Sfu,16.1,13.3,4.41,50.61,3.143478261,3632,0.547,1.080814068,3642,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,,1.796,All were caught by spear
2,Negros,Negros Occidental,Sipalay,Dumaguete Public Market,7/16/2019,Sfu,16.5,13.4,4.9,56.69,3.435757576,3633,0.35,0.617392838,3643,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,,1.796,
4,Negros,Negros Occidental,Sipalay,Dumaguete Public Market,7/16/2019,Sfu,16.6,13.6,4.68,58.55,3.527108434,3635,0.677,1.156276687,3645,,,F,70070,185,1275,165.5,57.2,1224.1,22.3,,2.606,
5,Negros,Negros Occidental,Sipalay,Dumaguete Public Market,7/16/2019,Sfu,15.5,12.7,4.42,49.38,3.185806452,3636,1.253,2.537464561,3647,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,,1.796,
6,Negros,Negros Occidental,Sipalay,Dumaguete Public Market,7/16/2019,Sfu,15,11.9,4.565,46.59,3.106,3637,0.171,0.367031552,3648,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,,1.796,
7,Negros,Negros Occidental,Sipalay,Dumaguete Public Market,7/16/2019,Sfu,17.4,13.9,4.68,66.89,3.844252874,3638,0.698,1.043504261,3649,,,F,70070,185,1275,165.5,57.2,1224.1,22.3,,2.606,
8,Negros,Negros Occidental,Sipalay,Dumaguete Public Market,7/16/2019,Sfu,15.4,12.9,4.69,54.27,3.524025974,3639,0.126,0.232172471,3650,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,,1.796,
9,Negros,Negros Occidental,Sipalay,Dumaguete Public Market,7/16/2019,Sfu,15.4,12.6,5.03,57.06,3.705194805,3640,1.131,1.98212408,3651,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,,1.796,
10,Negros,Negros Occidental,Sipalay,Dumaguete Public Market,7/16/2019,Sfu,16.7,13.5,4.95,56.77,3.399401198,3641,0.633,1.115025542,3652,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,,1.796,
11,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.6,12.9,4.5,47.87,3.068589744,3770,NA,NA,3800,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
12,Negros,Negros Occidental,Sipalay,,7/25/2019,,16.9,14.1,4.05,59.51,3.521301775,3771,0.236,0.396572005,,,2.5,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
13,Negros,Negros Occidental,Sipalay,,7/25/2019,,16.3,13.2,4.575,53.91,3.307361963,3772,0.592,1.098126507,,,,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
14,Negros,Negros Occidental,Sipalay,,7/25/2019,,16.4,13.7,4.725,53.59,3.267682927,3773,0.139,0.259376749,,,2.5,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
15,Negros,Negros Occidental,Sipalay,,7/25/2019,,16.7,13.7,4.475,53.16,3.183233533,3774,0.344,0.647103085,,,2.5,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
16,Negros,Negros Occidental,Sipalay,,7/25/2019,,17.2,14.2,5,70.99,4.127325581,3775,1.309,1.843921679,,,3,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
17,Negros,Negros Occidental,Sipalay,,7/25/2019,,16.9,14,4.86,59.76,3.536094675,3776,NA,NA,,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
18,Negros,Negros Occidental,Sipalay,,7/25/2019,,17.2,14.2,4.915,60.5,3.51744186,3777,NA,NA,,,2.5,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
19,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.9,13.1,4.815,53.45,3.36163522,3778,NA,NA,,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
20,Negros,Negros Occidental,Sipalay,,7/25/2019,,16.9,13.9,4.88,54.98,3.253254438,3779,NA,NA,,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
21,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.3,12.5,4.53,42.87,2.801960784,3780,0.27,0.629811057,,,2.5,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
22,Negros,Negros Occidental,Sipalay,,7/25/2019,,16.1,12.9,4.82,54.56,3.388819876,3782,NA,NA,,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
23,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.5,12.7,4.685,54.19,3.496129032,3783,1.661,3.06514117,,,3,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
24,Negros,Negros Occidental,Sipalay,,7/25/2019,,13.8,11.7,4.22,36.86,2.671014493,3784,NA,NA,,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
25,Negros,Negros Occidental,Sipalay,,7/25/2019,,16.1,13.3,5.08,58.5,3.633540373,3785,2.34,4,,,4,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
26,Negros,Negros Occidental,Sipalay,,7/25/2019,,17.2,14.3,5.435,73.57,4.277325581,3786,0.296,0.402337909,,,2,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
27,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.5,12.7,4.64,50.41,3.252258065,3787,NA,NA,,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
28,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.8,13.1,4.88,56.45,3.57278481,3788,0.596,1.055801594,,,2.5,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
29,Negros,Negros Occidental,Sipalay,,7/25/2019,,16.3,13.4,4.86,62.65,3.843558282,3789,1.493,2.383080607,,,4,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
30,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.8,13,4.87,51.94,3.287341772,3790,NA,NA,,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
31,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.4,12.8,4.7,50.44,3.275324675,3791,MA,NA,,,2.5,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
32,Negros,Negros Occidental,Sipalay,,7/25/2019,,15,12.2,4.355,45.24,3.016,3792,1.86,4.111405836,,,4,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
33,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.8,13.2,4.68,50.78,3.213924051,3793,NA,NA,,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
34,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.7,12.8,4.915,54.58,3.476433121,3794,0.996,1.824844265,,,3,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
35,Negros,Negros Occidental,Sipalay,,7/25/2019,,16.4,13.1,4.955,48.28,2.943902439,3795,NA,NA,,,,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
36,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.7,12.9,4.85,54.85,3.493630573,3796,1.041,1.897903373,,,,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
37,Negros,Negros Occidental,Sipalay,,7/25/2019,,17.9,14.3,5.345,71.85,4.01396648,3797,1.486,2.068197634,,,4,F,70070,185,1275,165.5,57.2,1224.1,22.3,spear,2.606,
38,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.9,12.8,4.67,46.88,2.948427673,3798,NA,NA,,,2,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
39,Negros,Negros Occidental,Sipalay,,7/25/2019,,15.7,12.7,5.15,52.74,3.359235669,3799,NA,NA,,,2,M,70070,185,1275,165.5,57.2,1224.1,22.3,spear,1.796,
1,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,16.7,14.1,5.135,71.4,4.275449102,3669,0.594,0.831932773,3698,,2.5,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
2,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,10.6,6.2,3.1,16.16,1.524528302,3670,NA,NA,,,2.5,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
3,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,19.6,16.6,5.77,98.66,5.033673469,3671,1.042,1.056152443,3699,,2.5,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
4,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,12.2,10.2,3.655,27.5,2.254098361,3672,NA,NA,,,2,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
5,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,13.7,11.6,4.165,36.16,2.639416058,3673,0.128,0.353982301,3700,,2.5,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
6,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,11.8,9.9,3.36,22.59,1.91440678,3674,NA,NA,,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
7,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,16.5,13.9,4.67,60.06,3.64,3675,0.847,1.41025641,3701,,5,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
8,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,16,13.2,5.085,53.71,3.356875,3676,NA,NA,,,2.5,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
9,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,18.9,15.8,5.5,92.13,4.874603175,3677,1.122,1.21784435,3702,,3,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
10,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,12,10,3.45,22.23,1.8525,3678,NA,NA,,,2.5,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
11,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,13.2,11.1,3.605,29.59,2.241666667,3679,NA,NA,,,2,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
12,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,10.8,9.1,3.185,17.71,1.639814815,3680,NA,NA,,,2,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
14,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,11.5,9.7,3.45,22.62,1.966956522,3682,NA,NA,,,2,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
15,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,12.4,10.7,3.555,26.41,2.12983871,3683,NA,NA,,,2.5,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
16,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,18.6,15.3,5.18,75.94,4.082795699,3684,0.809,1.065314722,3703,,3,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
17,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,14.2,11.6,4.16,37.65,2.651408451,3685,0.163,0.432934927,3704,,2,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
18,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,12.9,10.8,3.86,30.82,2.389147287,3686,NA,NA,,,2.5,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
19,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,13.3,11.3,3.93,32.46,2.440601504,3687,0.131,0.403573629,3705,,2,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
21,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,11.3,9.3,3.345,19.58,1.732743363,3689,NA,NA,,,2,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
22,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,16.4,13.9,4.915,62.24,3.795121951,3690,NA,NA,,,4,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
23,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,14.5,12.1,4.265,40.87,2.81862069,3691,0.21,0.513824321,3706,,2,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
24,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,12.4,10.4,3.81,28.26,2.279032258,3692,0.174,0.615711253,3707,,2,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
26,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,11,9.2,3.375,21.27,1.933636364,3694,0.079,0.371415139,3708,,2,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
27,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,11.3,9.3,3.27,20.28,1.794690265,3695,NA,NA,,,3,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
28,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,12,10,3.5,23.19,1.9325,3696,NA,NA,,,2.5,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
29,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,11.5,9.6,3.36,21.65,1.882608696,3697,NA,NA,,,2,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
30,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,12.6,10.6,3.87,30.33,2.407142857,3709,NA,NA,3740,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
31,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,10.8,9.1,3.13,17.74,1.642592593,3710,NA,NA,3741,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
32,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,13.1,10.9,3.685,29.28,2.235114504,3711,NA,NA,3742,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
33,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,13.4,11.3,3.935,33.63,2.509701493,3712,NA,NA,3743,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
37,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,15.2,12.5,4.41,45.7,3.006578947,3716,0.151,0.330415755,3747,,,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
38,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,14.9,12.4,4.035,41.5,2.785234899,3717,0.0061,0.014698795,3748,,,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
39,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,13.1,10.7,3.715,27.74,2.117557252,3718,NA,NA,3749,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
40,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,13.5,11,3.8,31.48,2.331851852,3719,NA,NA,3750,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
41,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,13.5,11.4,3.97,32.3,2.392592593,3720,NA,NA,3751,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
44,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,14.4,11.6,4.2,34.88,2.422222222,3723,0.137,0.392775229,3754,,,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
45,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,13.2,11.2,3.95,31.2,2.363636364,3724,0.038,0.121794872,3755,,,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
48,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,17.3,14.3,4.855,62.68,3.623121387,3727,NA,NA,3758,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
49,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,18,14.9,5.305,78.42,4.356666667,3728,0.562,0.716653915,3759,,,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
50,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,16.8,13.7,4.47,54.87,3.266071429,3729,NA,NA,3760,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
52,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,11.8,9.7,3.41,22.49,1.905932203,3731,NA,NA,3762,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
53,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,15.7,13.1,4.7,53.31,3.395541401,3732,0.106,0.198836991,3763,,,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
55,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,19.1,15.8,5.67,96.31,5.042408377,3734,0.971,1.008202679,3745,,,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
57,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,16.1,13.6,3.88,59.6,3.701863354,3736,NA,NA,3746,,,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
58,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,15.5,12.5,4.5,50.73,3.272903226,3737,NA,NA,3747,,,F,46303,174,1023,83.1,15.5,2979.6,65.8,,2.816,
59,Negros,Negros Oriental,Ayungon,Ayungon Public Market,7/19/2019,Sfu,16,13,4.4,51.22,3.20125,3738,NA,NA,3748,,,M,46303,174,1023,83.1,15.5,2979.6,65.8,,2.728,
